year,round,team1,team2,winner,seed_diff,srs_diff,sos_diff,win_pct_diff,points_margin_diff,label
2009,R32,Washington,Purdue,Purdue,-1.0,0.33999999999999986,1.0199999999999996,0.013000000000000012,-24.0,0.0
2009,R32,Marquette,Missouri,Missouri,3.0,-4.499999999999998,1.1500000000000004,-0.10199999999999998,-218.0,0.0
2009,R32,Missouri,Marquette,Missouri,-3.0,4.499999999999998,-1.1500000000000004,0.10199999999999998,218.0,1.0
2009,R32,Maryland,Memphis,Memphis,8.0,-9.820000000000002,4.36,-0.29200000000000004,-510.0,0.0
2009,R32,Memphis,Maryland,Memphis,-8.0,9.820000000000002,-4.36,0.29200000000000004,510.0,1.0
2009,S16,UConn,Purdue,UConn,-4.0,5.73,1.4000000000000004,0.131,163.0,1.0
2009,S16,Purdue,UConn,UConn,4.0,-5.73,-1.4000000000000004,-0.131,-163.0,0.0
2009,S16,Missouri,Memphis,Missouri,1.0,-1.360000000000003,2.09,-0.07600000000000007,-78.0,1.0
2009,S16,Memphis,Missouri,Missouri,-1.0,1.360000000000003,-2.09,0.07600000000000007,78.0,0.0
2009,E8,UConn,Missouri,UConn,-2.0,2.610000000000003,1.8500000000000005,0.04500000000000004,-19.0,1.0
2009,E8,Missouri,UConn,UConn,2.0,-2.610000000000003,-1.8500000000000005,-0.04500000000000004,19.0,0.0
2009,F4,Villanova,UNC,UNC,2.0,28.79,12.91,0.30500000000000005,508.0,0.0
2009,F4,UNC,Villanova,UNC,-2.0,-28.79,-12.91,-0.30500000000000005,-508.0,1.0
2009,F4,Michigan State,UConn,Michigan State,1.0,-4.460000000000001,0.7999999999999989,-0.04500000000000004,-189.0,1.0
2009,F4,UConn,Michigan State,Michigan State,-1.0,4.460000000000001,-0.7999999999999989,0.04500000000000004,189.0,0.0
2009,NCG,UNC,Michigan State,UNC,-1.0,-29.05,-13.559999999999999,-0.33199999999999996,-466.0,1.0
2009,NCG,Michigan State,UNC,UNC,1.0,29.05,13.559999999999999,0.33199999999999996,466.0,0.0
2010,R64,Kentucky,ETSU,Kentucky,-15.0,30.7,9.51,0.64,764.0,1.0
2010,R64,ETSU,Kentucky,Kentucky,15.0,-30.7,-9.51,-0.64,-764.0,0.0
2010,R64,Texas,Wake Forest,Wake Forest,-1.0,7.109999999999999,-1.4699999999999998,0.06099999999999994,278.0,0.0
2010,R64,Wake Forest,Texas,Wake Forest,1.0,-7.109999999999999,1.4699999999999998,-0.06099999999999994,-278.0,1.0
2010,R64,Temple,Cornell,Cornell,-7.0,3.6799999999999997,5.18,-0.02400000000000002,-118.0,0.0
2010,R64,Cornell,Temple,Cornell,7.0,-3.6799999999999997,-5.18,0.02400000000000002,118.0,1.0
2010,R64,Wisconsin,Wofford,Wisconsin,-9.0,13.41,10.23,-0.016000000000000014,62.0,1.0
2010,R64,Wofford,Wisconsin,Wisconsin,9.0,-13.41,-10.23,0.016000000000000014,-62.0,0.0
2010,R64,Marquette,Washington,Washington,-5.0,-0.47000000000000064,0.7400000000000002,-0.07499999999999996,-45.0,0.0
2010,R64,Washington,Marquette,Washington,5.0,0.47000000000000064,-0.7400000000000002,0.07499999999999996,45.0,1.0
2010,R64,New Mexico,Montana,New Mexico,-11.0,8.56,6.1899999999999995,0.16900000000000004,35.0,1.0
2010,R64,Montana,New Mexico,New Mexico,11.0,-8.56,-6.1899999999999995,-0.16900000000000004,-35.0,0.0
2010,R64,Clemson,Missouri,Missouri,-3.0,-1.6799999999999997,1.54,-0.020000000000000018,-90.0,0.0
2010,R64,Missouri,Clemson,Missouri,3.0,1.6799999999999997,-1.54,0.020000000000000018,90.0,1.0
2010,R64,West Virginia,Morgan State,West Virginia,-13.0,20.34,16.41,0.08599999999999997,131.0,1.0
2010,R64,Morgan State,West Virginia,West Virginia,13.0,-20.34,-16.41,-0.08599999999999997,-131.0,0.0
2010,R32,Kentucky,Wake Forest,Kentucky,-8.0,9.68,-2.0299999999999994,0.276,442.0,1.0
2010,R32,Wake Forest,Kentucky,Kentucky,8.0,-9.68,2.0299999999999994,-0.276,-442.0,0.0
2010,R32,Cornell,Wisconsin,Cornell,8.0,-9.08,-8.57,0.126,68.0,1.0
2010,R32,Wisconsin,Cornell,Cornell,-8.0,9.08,8.57,-0.126,-68.0,0.0
2010,R32,Washington,New Mexico,Washington,8.0,3.1500000000000004,3.6500000000000004,-0.135,29.0,1.0
2010,R32,New Mexico,Washington,Washington,-8.0,-3.1500000000000004,-3.6500000000000004,0.135,-29.0,0.0
2010,R32,Missouri,West Virginia,West Virginia,8.0,-1.7699999999999996,-3.8999999999999995,-0.1399999999999999,37.0,0.0
2010,R32,West Virginia,Missouri,West Virginia,-8.0,1.7699999999999996,3.8999999999999995,0.1399999999999999,-37.0,1.0
2010,S16,Kentucky,Cornell,Kentucky,-11.0,12.37,7.73,0.06800000000000006,140.0,1.0
2010,S16,Cornell,Kentucky,Kentucky,11.0,-12.37,-7.73,-0.06800000000000006,-140.0,0.0
2010,S16,Washington,West Virginia,West Virginia,9.0,-3.5199999999999996,-2.7699999999999996,-0.09399999999999997,-6.0,0.0
2010,S16,West Virginia,Washington,West Virginia,-9.0,3.5199999999999996,2.7699999999999996,0.09399999999999997,6.0,1.0
2010,E8,Kentucky,West Virginia,West Virginia,-1.0,1.9699999999999989,-3.4399999999999995,0.1050000000000001,206.0,0.0
2010,E8,West Virginia,Kentucky,West Virginia,1.0,-1.9699999999999989,3.4399999999999995,-0.1050000000000001,-206.0,1.0
2010,R64,Kansas,Lehigh,Kansas,-15.0,28.009999999999998,16.04,0.25,478.0,1.0
2010,R64,Lehigh,Kansas,Kansas,15.0,-28.009999999999998,-16.04,-0.25,-478.0,0.0
2010,R64,UNLV,Northern Iowa,Northern Iowa,-1.0,0.5400000000000009,0.5500000000000007,-0.122,30.0,0.0
2010,R64,Northern Iowa,UNLV,Northern Iowa,1.0,-0.5400000000000009,-0.5500000000000007,0.122,-30.0,1.0
2010,R64,Michigan State,New Mexico State,Michigan State,-7.0,13.27,6.51,0.10999999999999999,274.0,1.0
2010,R64,New Mexico State,Michigan State,Michigan State,7.0,-13.27,-6.51,-0.10999999999999999,-274.0,0.0
2010,R64,Maryland,Houston,Maryland,-9.0,11.01,4.470000000000001,0.18399999999999994,248.0,1.0
2010,R64,Houston,Maryland,Maryland,9.0,-11.01,-4.470000000000001,-0.18399999999999994,-248.0,0.0
2010,R64,Tennessee,San Diego State,Tennessee,-5.0,4.710000000000001,3.54,0.02200000000000002,19.0,1.0
2010,R64,San Diego State,Tennessee,Tennessee,5.0,-4.710000000000001,-3.54,-0.02200000000000002,-19.0,0.0
2010,R64,Georgetown,Ohio,Ohio,-11.0,12.470000000000002,9.59,0.08100000000000007,60.0,0.0
2010,R64,Ohio,Georgetown,Ohio,11.0,-12.470000000000002,-9.59,-0.08100000000000007,-60.0,1.0
2010,R64,Oklahoma State,Georgia Tech,Georgia Tech,-3.0,-1.7699999999999996,-2.05,0.028000000000000025,-62.0,0.0
2010,R64,Georgia Tech,Oklahoma State,Georgia Tech,3.0,1.7699999999999996,2.05,-0.028000000000000025,62.0,1.0
2010,R64,Ohio State,UC Santa Barbara,Ohio State,-13.0,19.619999999999997,8.46,0.11699999999999999,410.0,1.0
2010,R64,UC Santa Barbara,Ohio State,Ohio State,13.0,-19.619999999999997,-8.46,-0.11699999999999999,-410.0,0.0
2010,R32,Kansas,Northern Iowa,Northern Iowa,-8.0,12.65,3.9800000000000004,0.06000000000000005,338.0,0.0
2010,R32,Northern Iowa,Kansas,Northern Iowa,8.0,-12.65,-3.9800000000000004,-0.06000000000000005,-338.0,1.0
2010,R32,Michigan State,Maryland,Michigan State,1.0,-2.42,0.21999999999999975,0.030000000000000027,-78.0,1.0
2010,R32,Maryland,Michigan State,Michigan State,-1.0,2.42,-0.21999999999999975,-0.030000000000000027,78.0,0.0
2010,R32,Tennessee,Ohio,Tennessee,-8.0,11.490000000000002,7.78,0.16200000000000003,113.0,1.0
2010,R32,Ohio,Tennessee,Tennessee,8.0,-11.490000000000002,-7.78,-0.16200000000000003,-113.0,0.0
2010,R32,Georgia Tech,Ohio State,Ohio State,8.0,-5.379999999999999,1.6499999999999995,-0.14500000000000002,-210.0,0.0
2010,R32,Ohio State,Georgia Tech,Ohio State,-8.0,5.379999999999999,-1.6499999999999995,0.14500000000000002,210.0,1.0
2010,S16,Northern Iowa,Michigan State,Michigan State,4.0,-3.3000000000000007,-3.9000000000000004,0.09999999999999998,-10.0,0.0
2010,S16,Michigan State,Northern Iowa,Michigan State,-4.0,3.3000000000000007,3.9000000000000004,-0.09999999999999998,10.0,1.0
2010,S16,Tennessee,Ohio State,Tennessee,4.0,-3.4399999999999977,0.3799999999999999,-0.027000000000000024,-159.0,1.0
2010,S16,Ohio State,Tennessee,Tennessee,-4.0,3.4399999999999977,-0.3799999999999999,0.027000000000000024,159.0,0.0
2010,E8,Michigan State,Tennessee,Michigan State,-1.0,-0.7200000000000006,0.41999999999999993,0.0,-10.0,1.0
2010,E8,Tennessee,Michigan State,Michigan State,1.0,0.7200000000000006,-0.41999999999999993,-0.0,10.0,0.0
2010,R64,Duke,Arkansas-Pine Bluff,Duke,-15.0,33.5,16.89,0.346,659.0,1.0
2010,R64,Arkansas-Pine Bluff,Duke,Duke,15.0,-33.5,-16.89,-0.346,-659.0,0.0
2010,R64,California,Louisville,California,-1.0,3.209999999999999,0.2699999999999996,0.08000000000000007,115.0,1.0
2010,R64,Louisville,California,California,1.0,-3.209999999999999,-0.2699999999999996,-0.08000000000000007,-115.0,0.0
2010,R64,Texas A&M,Utah State,Texas A&M,-7.0,1.620000000000001,8.57,-0.06500000000000006,-228.0,1.0
2010,R64,Utah State,Texas A&M,Texas A&M,7.0,-1.620000000000001,-8.57,0.06500000000000006,228.0,0.0
2010,R64,Purdue,Siena,Purdue,-9.0,9.04,9.98,0.03499999999999992,-5.0,1.0
2010,R64,Siena,Purdue,Purdue,9.0,-9.04,-9.98,-0.03499999999999992,5.0,0.0
2010,R64,Notre Dame,Old Dominion,Old Dominion,-5.0,1.75,4.4399999999999995,-0.09299999999999997,-104.0,0.0
2010,R64,Old Dominion,Notre Dame,Old Dominion,5.0,-1.75,-4.4399999999999995,0.09299999999999997,104.0,1.0
2010,R64,Baylor,Sam Houston,Baylor,-11.0,14.259999999999998,11.399999999999999,0.020000000000000018,77.0,1.0
2010,R64,Sam Houston,Baylor,Baylor,11.0,-14.259999999999998,-11.399999999999999,-0.020000000000000018,-77.0,0.0
2010,R64,Richmond,Saint Mary's,Saint Mary's,-3.0,-3.3500000000000014,1.23,-0.08099999999999996,-179.0,0.0
2010,R64,Saint Mary's,Richmond,Saint Mary's,3.0,3.3500000000000014,-1.23,0.08099999999999996,179.0,1.0
2010,R64,Villanova,Robert Morris,Villanova,-13.0,20.43,13.9,0.10099999999999998,203.0,1.0
2010,R64,Robert Morris,Villanova,Villanova,13.0,-20.43,-13.9,-0.10099999999999998,-203.0,0.0
2010,R32,Duke,California,Duke,-7.0,7.920000000000002,0.9500000000000011,0.18899999999999995,322.0,1.0
2010,R32,California,Duke,Duke,7.0,-7.920000000000002,-0.9500000000000011,-0.18899999999999995,-322.0,0.0
2010,R32,Texas A&M,Purdue,Purdue,1.0,-2.2799999999999994,0.9900000000000002,-0.123,-89.0,0.0
2010,R32,Purdue,Texas A&M,Purdue,-1.0,2.2799999999999994,-0.9900000000000002,0.123,89.0,1.0
2010,R32,Old Dominion,Baylor,Baylor,8.0,-6.579999999999998,-6.249999999999999,-0.028000000000000025,-63.0,0.0
2010,R32,Baylor,Old Dominion,Baylor,-8.0,6.579999999999998,6.249999999999999,0.028000000000000025,63.0,1.0
2010,R32,Saint Mary's,Villanova,Saint Mary's,8.0,-3.339999999999998,-5.55,0.06599999999999995,114.0,1.0
2010,R32,Villanova,Saint Mary's,Saint Mary's,-8.0,3.339999999999998,5.55,-0.06599999999999995,-114.0,0.0
2010,S16,Duke,Purdue,Duke,-3.0,7.690000000000001,0.40000000000000036,0.04600000000000004,315.0,1.0
2010,S16,Purdue,Duke,Duke,3.0,-7.690000000000001,-0.40000000000000036,-0.04600000000000004,-315.0,0.0
2010,S16,Baylor,Saint Mary's,Baylor,-7.0,4.589999999999998,5.829999999999999,-0.04599999999999993,-1.0,1.0
2010,S16,Saint Mary's,Baylor,Baylor,7.0,-4.589999999999998,-5.829999999999999,0.04599999999999993,1.0,0.0
2010,E8,Duke,Baylor,Duke,-2.0,7.240000000000002,1.1800000000000015,0.09699999999999998,229.0,1.0
2010,E8,Baylor,Duke,Duke,2.0,-7.240000000000002,-1.1800000000000015,-0.09699999999999998,-229.0,0.0
2010,R64,Syracuse,Vermont,Syracuse,-15.0,22.98,13.9,0.14300000000000002,318.0,1.0
2010,R64,Vermont,Syracuse,Syracuse,15.0,-22.98,-13.9,-0.14300000000000002,-318.0,0.0
2010,R64,Gonzaga,Florida State,Gonzaga,-1.0,-2.530000000000001,-2.96,0.1060000000000001,72.0,1.0
2010,R64,Florida State,Gonzaga,Gonzaga,1.0,2.530000000000001,2.96,-0.1060000000000001,-72.0,0.0
2010,R64,Butler,UTEP,Butler,-7.0,1.709999999999999,3.12,0.07999999999999996,0.0,1.0
2010,R64,UTEP,Butler,Butler,7.0,-1.709999999999999,-3.12,-0.07999999999999996,-0.0,0.0
2010,R64,Vanderbilt,Murray State,Murray State,-9.0,6.550000000000001,11.75,-0.134,-315.0,0.0
2010,R64,Murray State,Vanderbilt,Murray State,9.0,-6.550000000000001,-11.75,0.134,315.0,1.0
2010,R64,Xavier,Minnesota,Xavier,-5.0,0.5899999999999999,-1.38,0.14300000000000002,69.0,1.0
2010,R64,Minnesota,Xavier,Xavier,5.0,-0.5899999999999999,1.38,-0.14300000000000002,-69.0,0.0
2010,R64,Pitt,Oakland,Pitt,-11.0,14.940000000000001,10.35,-0.008000000000000007,63.0,1.0
2010,R64,Oakland,Pitt,Pitt,11.0,-14.940000000000001,-10.35,0.008000000000000007,-63.0,0.0
2010,R64,BYU,Florida,BYU,-3.0,6.93,-4.16,0.21499999999999997,403.0,1.0
2010,R64,Florida,BYU,BYU,3.0,-6.93,4.16,-0.21499999999999997,-403.0,0.0
2010,R64,Kansas State,North Texas,Kansas State,-13.0,22.369999999999997,15.0,0.05700000000000005,231.0,1.0
2010,R64,North Texas,Kansas State,Kansas State,13.0,-22.369999999999997,-15.0,-0.05700000000000005,-231.0,0.0
2010,R32,Syracuse,Gonzaga,Syracuse,-7.0,9.61,3.38,0.06299999999999994,185.0,1.0
2010,R32,Gonzaga,Syracuse,Syracuse,7.0,-9.61,-3.38,-0.06299999999999994,-185.0,0.0
2010,R32,Butler,Murray State,Butler,-8.0,5.68,8.97,0.007000000000000006,-225.0,1.0
2010,R32,Murray State,Butler,Butler,8.0,-5.68,-8.97,-0.007000000000000006,225.0,0.0
2010,R32,Xavier,Pitt,Xavier,3.0,1.9299999999999997,-1.4499999999999993,0.008000000000000007,125.0,1.0
2010,R32,Pitt,Xavier,Xavier,-3.0,-1.9299999999999997,1.4499999999999993,-0.008000000000000007,-125.0,0.0
2010,R32,BYU,Kansas State,Kansas State,5.0,-1.0599999999999987,-7.279999999999999,0.04899999999999993,235.0,0.0
2010,R32,Kansas State,BYU,Kansas State,-5.0,1.0599999999999987,7.279999999999999,-0.04899999999999993,-235.0,1.0
2010,S16,Syracuse,Butler,Butler,-4.0,7.35,2.13,-0.01100000000000001,155.0,0.0
2010,S16,Butler,Syracuse,Butler,4.0,-7.35,-2.13,0.01100000000000001,-155.0,1.0
2010,S16,Xavier,Kansas State,Kansas State,4.0,-3.6499999999999986,-4.339999999999999,-0.041000000000000036,-5.0,0.0
2010,S16,Kansas State,Xavier,Kansas State,-4.0,3.6499999999999986,4.339999999999999,0.041000000000000036,5.0,1.0
2010,E8,Butler,Kansas State,Butler,3.0,-5.51,-5.199999999999999,0.08399999999999996,-12.0,1.0
2010,E8,Kansas State,Butler,Butler,-3.0,5.51,5.199999999999999,-0.08399999999999996,12.0,0.0
2010,F4,West Virginia,Duke,Duke,1.0,-6.050000000000001,1.049999999999999,-0.05900000000000005,-300.0,0.0
2010,F4,Duke,West Virginia,Duke,-1.0,6.050000000000001,-1.049999999999999,0.05900000000000005,300.0,1.0
2010,F4,Michigan State,Butler,Butler,0.0,0.9600000000000009,3.09,-0.11099999999999999,-56.0,0.0
2010,F4,Butler,Michigan State,Butler,-0.0,-0.9600000000000009,-3.09,0.11099999999999999,56.0,1.0
2010,NCG,Duke,Butler,Duke,-4.0,10.840000000000002,4.130000000000001,0.007000000000000006,285.0,1.0
2010,NCG,Butler,Duke,Duke,4.0,-10.840000000000002,-4.130000000000001,-0.007000000000000006,-285.0,0.0
2011,R64,Ohio State,UTSA,Ohio State,-15.0,31.64,13.31,0.33100000000000007,625.0,1.0
2011,R64,UTSA,Ohio State,Ohio State,15.0,-31.64,-13.31,-0.33100000000000007,-625.0,0.0
2011,R64,George Mason,Villanova,George Mason,-1.0,-3.3900000000000006,-6.86,0.15800000000000003,125.0,1.0
2011,R64,Villanova,George Mason,George Mason,1.0,3.3900000000000006,6.86,-0.15800000000000003,-125.0,0.0
2011,R64,West Virginia,Clemson,West Virginia,-7.0,2.389999999999999,4.449999999999999,-0.01100000000000001,-75.0,1.0
2011,R64,Clemson,West Virginia,West Virginia,7.0,-2.389999999999999,-4.449999999999999,0.01100000000000001,75.0,0.0
2011,R64,Kentucky,Princeton,Kentucky,-9.0,16.59,10.52,-0.018000000000000016,235.0,1.0
2011,R64,Princeton,Kentucky,Kentucky,9.0,-16.59,-10.52,0.018000000000000016,-235.0,0.0
2011,R64,Xavier,Marquette,Marquette,-5.0,-3.01,-4.1,0.15500000000000003,3.0,0.0
2011,R64,Marquette,Xavier,Marquette,5.0,3.01,4.1,-0.15500000000000003,-3.0,1.0
2011,R64,Syracuse,Indiana State,Syracuse,-11.0,15.440000000000001,5.889999999999999,0.18300000000000005,291.0,1.0
2011,R64,Indiana State,Syracuse,Syracuse,11.0,-15.440000000000001,-5.889999999999999,-0.18300000000000005,-291.0,0.0
2011,R64,Washington,Georgia,Washington,-3.0,9.690000000000001,1.6100000000000003,0.050000000000000044,291.0,1.0
2011,R64,Georgia,Washington,Washington,3.0,-9.690000000000001,-1.6100000000000003,-0.050000000000000044,-291.0,0.0
2011,R64,UNC,LIU,UNC,-13.0,-2.92,2.8799999999999994,-0.22999999999999998,-91.0,1.0
2011,R64,LIU,UNC,UNC,13.0,2.92,-2.8799999999999994,0.22999999999999998,91.0,0.0
2011,R32,Ohio State,George Mason,Ohio State,-7.0,14.18,7.010000000000001,0.125,296.0,1.0
2011,R32,George Mason,Ohio State,Ohio State,7.0,-14.18,-7.010000000000001,-0.125,-296.0,0.0
2011,R32,West Virginia,Kentucky,Kentucky,1.0,-4.150000000000002,2.119999999999999,-0.127,-264.0,0.0
2011,R32,Kentucky,West Virginia,Kentucky,-1.0,4.150000000000002,-2.119999999999999,0.127,264.0,1.0
2011,R32,Marquette,Syracuse,Marquette,8.0,-3.960000000000001,-0.27999999999999936,-0.17600000000000005,-116.0,1.0
2011,R32,Syracuse,Marquette,Marquette,-8.0,3.960000000000001,0.27999999999999936,0.17600000000000005,116.0,0.0
2011,R32,Washington,UNC,UNC,5.0,20.810000000000002,10.63,0.09800000000000009,260.0,0.0
2011,R32,UNC,Washington,UNC,-5.0,-20.810000000000002,-10.63,-0.09800000000000009,-260.0,1.0
2011,S16,Ohio State,Kentucky,Kentucky,-3.0,5.539999999999999,-0.5299999999999994,0.15600000000000003,213.0,0.0
2011,S16,Kentucky,Ohio State,Kentucky,3.0,-5.539999999999999,0.5299999999999994,-0.15600000000000003,-213.0,1.0
2011,S16,Marquette,UNC,UNC,9.0,15.58,11.4,0.007000000000000006,63.0,0.0
2011,S16,UNC,Marquette,UNC,-9.0,-15.58,-11.4,-0.007000000000000006,-63.0,1.0
2011,E8,Kentucky,UNC,Kentucky,2.0,20.990000000000002,11.8,0.17500000000000004,260.0,1.0
2011,E8,UNC,Kentucky,Kentucky,-2.0,-20.990000000000002,-11.8,-0.17500000000000004,-260.0,0.0
2011,R64,Pitt,UNC Asheville,Pitt,-15.0,21.51,10.74,0.236,268.0,1.0
2011,R64,UNC Asheville,Pitt,Pitt,15.0,-21.51,-10.74,-0.236,-268.0,0.0
2011,R64,Butler,Old Dominion,Butler,-1.0,2.5,3.26,-0.05700000000000005,23.0,1.0
2011,R64,Old Dominion,Butler,Butler,1.0,-2.5,-3.26,0.05700000000000005,-23.0,0.0
2011,R64,Kansas State,Utah State,Kansas State,-7.0,1.3599999999999994,7.91,-0.20599999999999996,-226.0,1.0
2011,R64,Utah State,Kansas State,Kansas State,7.0,-1.3599999999999994,-7.91,0.20599999999999996,226.0,0.0
2011,R64,Wisconsin,Belmont,Wisconsin,-9.0,5.699999999999999,13.84,-0.122,-294.0,1.0
2011,R64,Belmont,Wisconsin,Wisconsin,9.0,-5.699999999999999,-13.84,0.122,294.0,0.0
2011,R64,St. John's (NY),Gonzaga,Gonzaga,-5.0,-0.7599999999999998,6.0,-0.07799999999999996,-275.0,0.0
2011,R64,Gonzaga,St. John's (NY),Gonzaga,5.0,0.7599999999999998,-6.0,0.07799999999999996,275.0,1.0
2011,R64,BYU,Wofford,BYU,-11.0,14.299999999999999,6.97,0.247,311.0,1.0
2011,R64,Wofford,BYU,BYU,11.0,-14.299999999999999,-6.97,-0.247,-311.0,0.0
2011,R64,UCLA,Michigan State,UCLA,-3.0,-2.0,-3.74,0.11699999999999999,53.0,1.0
2011,R64,Michigan State,UCLA,UCLA,3.0,2.0,3.74,-0.11699999999999999,-53.0,0.0
2011,R64,Florida,UC Santa Barbara,Florida,-13.0,15.049999999999999,7.45,0.22100000000000009,257.0,1.0
2011,R64,UC Santa Barbara,Florida,Florida,13.0,-15.049999999999999,-7.45,-0.22100000000000009,-257.0,0.0
2011,R32,Pitt,Butler,Butler,-7.0,9.290000000000001,2.83,0.08699999999999997,171.0,0.0
2011,R32,Butler,Pitt,Butler,7.0,-9.290000000000001,-2.83,-0.08699999999999997,-171.0,1.0
2011,R32,Kansas State,Wisconsin,Wisconsin,1.0,-4.18,-1.0099999999999998,-0.05899999999999994,-90.0,0.0
2011,R32,Wisconsin,Kansas State,Wisconsin,-1.0,4.18,1.0099999999999998,0.05899999999999994,90.0,1.0
2011,R32,Gonzaga,BYU,BYU,8.0,-4.789999999999999,-1.75,-0.15100000000000002,-123.0,0.0
2011,R32,BYU,Gonzaga,BYU,-8.0,4.789999999999999,1.75,0.15100000000000002,123.0,1.0
2011,R32,UCLA,Florida,Florida,5.0,-4.57,0.35999999999999943,-0.10799999999999998,-194.0,0.0
2011,R32,Florida,UCLA,Florida,-5.0,4.57,-0.35999999999999943,0.10799999999999998,194.0,1.0
2011,S16,Butler,Wisconsin,Butler,4.0,-7.24,-4.4,0.0020000000000000018,-48.0,1.0
2011,S16,Wisconsin,Butler,Butler,-4.0,7.24,4.4,-0.0020000000000000018,48.0,0.0
2011,S16,BYU,Florida,Florida,1.0,2.379999999999999,-1.8100000000000005,0.08099999999999996,178.0,0.0
2011,S16,Florida,BYU,Florida,-1.0,-2.379999999999999,1.8100000000000005,-0.08099999999999996,-178.0,1.0
2011,E8,Butler,Florida,Butler,6.0,-4.74,-2.5500000000000007,-0.04700000000000004,-52.0,1.0
2011,E8,Florida,Butler,Butler,-6.0,4.74,2.5500000000000007,0.04700000000000004,52.0,0.0
2011,R64,Kansas,Boston University,Kansas,-15.0,26.580000000000002,11.47,0.32100000000000006,578.0,1.0
2011,R64,Boston University,Kansas,Kansas,15.0,-26.580000000000002,-11.47,-0.32100000000000006,-578.0,0.0
2011,R64,UNLV,Illinois,Illinois,-1.0,-2.049999999999999,-5.109999999999999,0.139,95.0,0.0
2011,R64,Illinois,UNLV,Illinois,1.0,2.049999999999999,5.109999999999999,-0.139,-95.0,1.0
2011,R64,Vanderbilt,Richmond,Richmond,-7.0,3.869999999999999,4.07,-0.10799999999999998,-32.0,0.0
2011,R64,Richmond,Vanderbilt,Richmond,7.0,-3.869999999999999,-4.07,0.10799999999999998,32.0,1.0
2011,R64,Louisville,Morehead State,Morehead State,-9.0,15.790000000000001,11.329999999999998,0.0,114.0,0.0
2011,R64,Morehead State,Louisville,Morehead State,9.0,-15.790000000000001,-11.329999999999998,-0.0,-114.0,1.0
2011,R64,Georgetown,VCU,VCU,-5.0,6.049999999999999,6.610000000000001,-0.04399999999999993,-56.0,0.0
2011,R64,VCU,Georgetown,VCU,5.0,-6.049999999999999,-6.610000000000001,0.04399999999999993,56.0,1.0
2011,R64,Purdue,Saint Peter's,Purdue,-11.0,19.64,9.77,0.17700000000000005,336.0,1.0
2011,R64,Saint Peter's,Purdue,Purdue,11.0,-19.64,-9.77,-0.17700000000000005,-336.0,0.0
2011,R64,Texas A&M,Florida State,Florida State,-3.0,-0.8600000000000012,-0.5099999999999998,0.050999999999999934,6.0,0.0
2011,R64,Florida State,Texas A&M,Florida State,3.0,0.8600000000000012,0.5099999999999998,-0.050999999999999934,-6.0,1.0
2011,R64,Notre Dame,Akron,Notre Dame,-13.0,16.020000000000003,9.45,0.15500000000000003,172.0,1.0
2011,R64,Akron,Notre Dame,Notre Dame,13.0,-16.020000000000003,-9.45,-0.15500000000000003,-172.0,0.0
2011,R32,Kansas,Illinois,Kansas,-8.0,7.380000000000003,-3.4899999999999993,0.3330000000000001,435.0,1.0
2011,R32,Illinois,Kansas,Kansas,8.0,-7.380000000000003,3.4899999999999993,-0.3330000000000001,-435.0,0.0
2011,R32,Richmond,Morehead State,Richmond,-1.0,8.42,5.92,0.07000000000000006,62.0,1.0
2011,R32,Morehead State,Richmond,Richmond,1.0,-8.42,-5.92,-0.07000000000000006,-62.0,0.0
2011,R32,VCU,Purdue,VCU,8.0,-10.799999999999999,-4.91,-0.06500000000000006,-172.0,1.0
2011,R32,Purdue,VCU,VCU,-8.0,10.799999999999999,4.91,0.06500000000000006,172.0,0.0
2011,R32,Florida State,Notre Dame,Florida State,8.0,-4.690000000000001,-1.9799999999999995,-0.118,-92.0,1.0
